loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-44288,Fixed Refinance,440073.21,4.072,2022-05-13
LNK-85765,Refinance,185956.08,6.923,2026-03-31
LNK-11363,Jumbo Purchase,175696.98,7.761%,2019-12-24
LNK-59954,Refinance,402801.58,5.822,2026-05-07
LNK-49637,Fixed Purchase,977927.47,3.751,2022-11-04
LNK-13119,Fixed Purchase,395681.16,4.555,2024-05-08
LNK-71206,Refinance,95038.23,3.699,2019-12-12
LNK-25966,Fixed Purchase,493213.31,4.523,2020-10-18
LNK-7755,ARM,131461.27,4.515,2019-01-24
LNK-36187,ARM,96378.21,4.807,2026-05-23
LNK-50436,ARM,299124.80,5.869,2019-08-13
LNK-89299,ARM,154442.52,5.722,2022-12-20
LNK-80294,Refinance,207124.01,4.486%,2020-01-05
LNK-80026,ARM,163438.03,3.512,2021-03-22
LNK-6183,Fixed Purchase,428959.06,4.877,2020-01-17
LNK-10539,Fixed Purchase,587199.81,5.443,2022-02-04
LNK-25662,Fixed Purchase,574735.35,4.527,2024-04-08
LNK-78015,ARM,278676.55,6.409,2019-05-10
LNK-95936,Refinance,507670.92,4.120,2019-07-04
LNK-89008,Jumbo Purchase,517735.82,7.484,2020-02-14
LNK-74249,ARM,618932.89,4.929,2025-11-26
LNK-29444,Fixed Purchase,784960.07,6.188,2023-12-29
LNK-63835,Fixed Refinance,126606.64,4.276,2022-11-15
LNK-28379,ARM,190058.28,5.219,2024-01-12
LNK-44642,FHA Purchase,173546.67,7.111,2023-02-23
LNK-40739,ARM,492169.85,5.201,2022-02-24
LNK-3009,Fixed Purchase,360908.97,0.0491,2026-04-28
LNK-28762,FHA Purchase,403656.76,7.554,2026-01-07
LNK-25906,ARM,589829.48,4.546%,2022-02-14
LNK-98186,Fixed Refinance,407822.15,3.530,2021-06-21
LNK-16376,Fixed Purchase,1040983.00,6.567,2023-08-09
LNK-98894,Fixed Purchase,328751.72,0.0602,2022-02-03
LNK-99871,Fixed Purchase,474341.67,7.023,2026-04-23
LNK-63773,ARM,307366.22,6.242,2020-06-22
LNK-32797,ARM,210104.43,6.094,2019-10-03
LNK-92177,Fixed Purchase,456293.65,7.302,2025-10-30
LNK-80220,FHA Purchase,164796.70,6.777,2025-06-20
LNK-27805,Fixed Purchase,361607.41,6.784,2026-04-15
LNK-52987,Refinance,95932.12,4.853,2023-10-21
LNK-32369,Jumbo Purchase,206923.09,4.911,2023-10-07
LNK-73362,Fixed Purchase,99471.63,5.664,2021-05-14
LNK-43154,ARM,459951.03,3.545,2020-07-09
LNK-38101,Fixed Purchase,304517.25,7.714,2026-03-16
LNK-50894,Fixed Purchase,93637.41,5.960,2024-09-07
LNK-62112,Fixed Purchase,491561.22,7.266,2019-07-11
LNK-70946,Fixed Refinance,391363.00,6.119,2020-11-23
LNK-86029,Refinance,549625.01,5.326,2023-06-26
LNK-48088,Jumbo Purchase,512368.68,7.439,2026-02-21
LNK-35283,Fixed Purchase,528213.17,4.005,2026-04-07
LNK-48139,ARM,459584.96,0.0630,2023-12-19
LNK-68215,ARM,184948.18,3.358,2020-10-29
LNK-66179,FHA Purchase,803326.28,7.272,2025-07-09
LNK-62080,Jumbo Purchase,534028.39,8.079,2025-01-06
LNK-13924,ARM,385590.97,4.295,2021-04-15
LNK-95688,Fixed Purchase,133383.81,7.761,2024-12-26
LNK-42973,Jumbo Purchase,"$411,749.09",6.305,2020-10-08
LNK-27624,Fixed Refinance,401376.75,6.059,2019-12-23
LNK-49589,Fixed Purchase,259856.69,6.533,2019-03-20
LNK-42015,ARM,387585.73,4.764,2023-04-08
LNK-55254,FIXED PURCHASE,266888.54,4.576,2023-02-15
LNK-6992,Refinance,171887.25,4.328,2024-09-30
LNK-74731,Fixed Purchase,505697.09,6.784,2019-11-05
LNK-30002,Refinance,306642.63,7.110,2023-05-02
LNK-98157,FHA Purchase,230027.43,4.245,2026-03-27
LNK-20126,Jumbo Purchase,490863.56,4.198,2026-04-18
LNK-3125,Jumbo Purchase,395791.54,4.367,2026-05-02
LNK-35180,ARM,191846.54,3.272,2024-05-03
LNK-73523,Refinance,168500.62,3.570,2019-07-16
LNK-77550,Refinance,373590.36,6.993,2019-09-26
LNK-76909,ARM,367850.29,4.634,2020-12-13
LNK-95373,Fixed Refinance,530614.11,4.705,2019-05-04
LNK-55732,Fixed Purchase,163808.26,6.271,2022-10-20
LNK-39691,Fixed Purchase,431062.53,4.136,2023-09-13
LNK-20976,ARM,401899.93,5.319,2023-04-26
LNK-26715,Fixed Purchase,337652.60,3.818,2019-05-16
LNK-44236,Jumbo Purchase,213457.64,3.997,2020-12-18
LNK-31149,ARM,444797.04,4.138,2021-06-13
LNK-50786,Refinance,422164.53,4.412,2024-11-07
LNK-75683,Jumbo Purchase,566494.79,3.798,2022-04-24
LNK-33208,FHA PURCHASE,161293.23,7.565,2021-05-30
LNK-66444,Fixed Purchase,133163.26,7.912,02/22/2024
LNK-73173,Fixed Purchase,379956.04,5.713,2019-08-29
LNK-86800,ARM,1384632.65,4.186%,2023-03-18
LNK-90764,Jumbo Purchase,561897.54,5.281,2021-06-29
LNK-45245,ARM,353159.21,5.071,2023-12-06
LNK-34728,Fixed Refinance,844457.26,5.000,2022-01-19
LNK-65044,Jumbo Purchase,377529.63,7.553,2025-05-23
LNK-95838,ARM,362007.36,5.736,2023-08-11
LNK-85108,Fixed Purchase,153037.62,5.408,2024-03-13
LNK-97940,Refinance,367982.68,3.695,2023-03-08
LNK-65303,Refinance,344262.00,6.950,2020-12-14
LNK-61401,Fixed Purchase,222266.18,5.433,2020-11-10
LNK-23050,Refinance,153913.81,4.993,2024-02-02
LNK-97045,Refinance,303377.06,4.779,2025-11-04
LNK-47160,Jumbo Purchase,592170.92,4.421,2025-10-06
LNK-23185,Fixed Refinance,217652.36,5.611,2024-05-09
LNK-19344,ARM,360400.82,4.768,2021-02-06
LNK-95412,Fixed Refinance,91611.16,4.419,2020-12-08
LNK-72636,FHA Purchase,517001.49,7.287,2020-01-27
LNK-65004,Refinance,484129.08,5.798,2020-09-25
LNK-25123,ARM,100692.06,4.171,07/23/2019
LNK-72058,Refinance,334529.54,6.760,2019-10-03
LNK-85123,Fixed Purchase,433853.84,3.897,2022-03-10
LNK-8698,Refinance,201484.03,4.217,2025-06-12
LNK-69674,Fixed Purchase,425028.76,4.326,
LNK-5433,ARM,260065.37,4.199,2020-07-08
LNK-10742,Fixed Purchase,417280.33,4.408,2024-10-25
LNK-7358,ARM,209188.21,4.893,2023-10-14
LNK-1836,FHA Purchase,139733.12,6.180,2025-12-16
LNK-55053,Jumbo Purchase,389085.99,7.129,2019-05-20
LNK-19021,Jumbo Purchase,300229.56,3.769,2024-04-24
LNK-83667,Fixed Purchase,585354.83,5.527,2020-02-16
LNK-31334,ARM,263264.96,5.903,2026-04-23
LNK-9908,REFINANCE,"$497,615.55",3.427,2021-10-12
LNK-93690,FIXED PURCHASE,222830.71,0.0513,2019-10-25
LNK-20795,ARM,415989.95,3.459,2019-08-01
LNK-2198,ARM,428664.52,6.765,2022-12-03
LNK-29668,ARM,490299.59,3.764,2019-07-04
LNK-67287,ARM,417777.35,5.311,2019-10-18
LNK-60770,Refinance,188456.28,4.160,2021-01-23
LNK-49916,Jumbo Purchase,251122.26,,2025-10-30
LNK-8923,Fixed Purchase,315719.77,7.921,2023-08-31
LNK-81980,Fixed Refinance,253639.08,7.275,2019-01-22
LNK-84588,ARM,256923.73,5.351,2024-04-14
LNK-88392,FHA PURCHASE,453112.72,7.991,2020-01-03
LNK-81808,Fixed Purchase,436714.32,6.330,2019-11-18
LNK-64334,ARM,1301154.44,5.166,2022-12-21
LNK-87413,ARM,376365.84,5.825,2020-01-26
LNK-64944,Jumbo Purchase,224406.04,6.443,2023-02-07
LNK-3061,REFINANCE,1043517.55,5.291,2019-07-27
LNK-1866,Refinance,562359.49,6.267,2022-07-30
LNK-70758,Fixed Purchase,1258911.61,6.378,2025-02-14
LNK-54914,Fixed Purchase,373700.79,6.310,2023-06-01
LNK-2553,Fixed Refinance,1060993.21,7.061,2025-02-06
LNK-3192,Refinance,234105.14,6.375,2026-05-27
LNK-70391,Refinance,166080.19,5.832,2022-10-16
LNK-95659,Jumbo Purchase,236129.24,6.361,2021-04-14
LNK-37010,ARM,308375.17,6.550,2025-10-13
LNK-71220,Fixed Purchase,539752.25,5.956,2019-08-07
LNK-38576,Jumbo Purchase,345749.38,7.948,2025-04-06
LNK-3246, FHA Purchase ,1193599.10,4.261,2025-11-24
LNK-66826,Jumbo Purchase,524943.73,8.009,2021-06-29
LNK-92469,Fixed Purchase,543044.99,5.446,2020-02-15
LNK-89346,Refinance,381146.48,4.772,2023-06-24
LNK-57436,Refinance,144619.53,3.529,2024-02-06
LNK-24496,Refinance,830712.23,0.0702,2019-01-29
LNK-15026,FHA Purchase,279396.78,5.839,2019-08-21
LNK-13624,Refinance,448217.70,5.962,2021-03-16
LNK-69732,Fixed Refinance,239762.37,6.691,2025-06-02
LNK-20516,Fixed Purchase,230680.13,5.864,2023-05-07
LNK-26156,Fixed Purchase,302983.17,6.809,2025-06-18
LNK-82235,Fixed Purchase,1249232.24,4.070,2024-12-29
LNK-70003,Fixed Purchase,345096.57,0.0570,2021-06-04
LNK-34084,Refinance,110904.00,3.607,2021-08-26
LNK-47457,ARM,685213.44,5.804,2026-03-10
LNK-36038,Refinance,1086014.93,3.883,2021-06-05
LNK-53022,Refinance,1242623.94,5.956,2020-08-09
LNK-11357,Fixed Purchase,225326.39,4.620,2024-02-28
LNK-49896,Refinance,457420.89,6.830,2025-06-11
LNK-54218,FIXED PURCHASE,1223286.26,5.622,2020-06-28
LNK-61161,ARM,575718.83,6.557,2022-08-10
LNK-75055,Fixed Purchase,422138.00,3.941,2022-03-16
LNK-32877,FHA Purchase,235611.00,5.183,2024-10-05
LNK-92388,Refinance,422382.61,0.0559,2023-05-14
LNK-30603,ARM,198078.33,6.227,2022-09-14
LNK-40318,ARM,548821.37,5.638,2020-09-03
LNK-90658,Refinance,112998.11,4.920,2021-08-19
LNK-11566,ARM,518810.14,4.246,09/29/2023
LNK-86686,Fixed Purchase,325166.71,7.046,2023-07-22
LNK-86182,Fixed Purchase,512880.69,5.942,2019-04-22
LNK-5152,FHA Purchase,449278.96,4.752,
LNK-13255,ARM,517795.37,3.300,2024-11-26
LNK-54120, Fixed Purchase ,153987.47,4.076,2021-10-01
LNK-50710,Fixed Purchase,950300.94,4.899,2023-02-05
LNK-73443,Refinance,256132.57,7.072,07/18/2025
LNK-63390,Fixed Refinance,150862.91,3.720,2026-03-18
LNK-84459,Refinance,369361.65,6.374,2022-05-15
LNK-2238,ARM,199922.32,6.375,2025-03-18
LNK-93123,Jumbo Purchase,466713.44,6.478,2025-04-10
LNK-23463,Refinance,88699.83,3.597,2021-01-30
LNK-11837,FHA Purchase,456324.76,7.236,2019-12-30
LNK-66517,Fixed Purchase,88198.86,6.202,2020-11-02
LNK-57873,ARM,"$346,544.87",6.246,2020-08-11
LNK-85529,Refinance,341296.02,3.933%,2025-05-05
LNK-44420,ARM,223605.80,5.174,2020-06-30
LNK-75167,Fixed Refinance,521280.28,6.983,2024-02-28
LNK-13499,Jumbo Purchase,434216.33,0.0566,2021-08-27
LNK-70226,Fixed Refinance,204751.39,4.753,2020-07-30
LNK-6577,Fixed Purchase,182563.07,4.843,2019-01-01
LNK-31115,Refinance,206954.96,5.465,2022-04-16
LNK-28710,FHA Purchase,349634.55,6.321,2020-09-03
LNK-91739,Fixed Purchase,444877.30,5.147,2019-12-11
LNK-75289,Fixed Purchase,26021.63,4.000,2023-12-18
LNK-63324,REFINANCE,411003.22,5.604,2021-06-24
LNK-36532,Fixed Purchase,530300.98,8.033,2021-05-24
LNK-7102,Fixed Purchase,490726.91,6.902,2020-09-08
LNK-10744,ARM,335080.09,6.575,2023-08-24
LNK-90709,Refinance,598648.41,5.007,2022-05-08
LNK-37749,Fixed Purchase,1096809.35,3.978,03/31/2023
LNK-74860,ARM,252557.69,0.0605,2020-07-08
LNK-87259,Fixed Purchase,525889.00,7.191,2022-05-03
LNK-5312,Fixed Purchase,1168403.01,0.0564,2023-02-11
LNK-24508,ARM,309832.68,0.0653,2023-10-27
LNK-42220,Fixed Purchase,106405.25,4.580,2024-09-13
LNK-3052,ARM,538117.99,4.593,2021-12-10
LNK-77943,Fixed Refinance,236257.61,4.660,2024-06-12
LNK-19899,Fixed Purchase,364654.46,6.304,2025-05-26
LNK-99599,Fixed Refinance,533673.93,6.768,2025-09-16
LNK-94416,Fixed Purchase,"$573,933.73",3.900,2025-12-15
LNK-53205,Fixed Refinance,92600.23,6.209,2021-04-30
LNK-11084,ARM,551730.41,3.572,2021-06-30
LNK-40226,Fixed Purchase,288838.22,4.433,2025-02-22
LNK-22292,FHA Purchase,370512.09,6.623,2020-03-03
LNK-74919,Fixed Purchase,584040.31,3.821,2019-10-27
LNK-32519,ARM,481602.19,6.340,2020-07-17
LNK-75277,Fixed Refinance,605110.45,4.617,2024-07-31
LNK-52007,Jumbo Purchase,582092.02,5.480,2024-03-03
LNK-89740,Refinance,119354.48,5.405,2020-08-01
LNK-71852,Fixed Purchase,325884.41,6.573,2019-08-25
LNK-44480,Refinance,538583.74,5.489%,2023-04-24
LNK-51311,FHA Purchase,191961.75,6.254,2023-02-24
LNK-97959,ARM,"$609,054.89",6.698,2022-01-15
LNK-19343,Fixed Refinance,258643.50,5.175,2022-01-08
LNK-91349,Fixed Refinance,188146.80,4.366,2019-01-16
LNK-95917,JUMBO PURCHASE,322954.10,7.247,2019-07-27
LNK-11279,Fixed Purchase,555830.47,,2020-06-26
LNK-66639,ARM,275635.82,4.764,2024-09-05
LNK-98708,Fixed Purchase,352105.30,7.870,2022-08-13
LNK-46332,Fixed Refinance,560330.11,7.365,2020-12-06
LNK-8038,ARM,1069019.92,4.349,2023-08-27
LNK-13803,Jumbo Purchase,707032.89,5.414,2021-11-11
LNK-58290,Fixed Purchase,562099.15,4.881,2024-09-29
LNK-31427,ARM,243416.76,6.238%,2021-04-06
LNK-10963,ARM,370909.69,4.996,2021-08-13
LNK-45642,Jumbo Purchase,548985.69,5.719,2021-10-01
LNK-80320,Fixed Purchase,417882.86,4.915,2021-05-19
LNK-81460,ARM,177746.78,4.331,2019-07-18
LNK-79067,Fixed Refinance,204486.28,6.507,2022-02-12
LNK-52996,Fixed Purchase,1266126.40,6.525,10/23/2025
LNK-43778,ARM,536879.05,5.231,2024-06-17
LNK-4883,Fixed Purchase,614667.46,4.226,2023-01-25
LNK-84115,Fixed Purchase,92052.65,3.934,2021-04-18
LNK-36825,Fixed Refinance,487208.76,7.351,2019-02-28
LNK-60054,ARM,426949.68,4.029,2019-03-19
LNK-65304,Refinance,420946.46,,2023-11-06
LNK-30902,Fixed Refinance,219271.44,6.888,2019-07-01
LNK-47636,FHA Purchase,274269.22,0.0799,2020-07-27
LNK-73487,Fixed Purchase,802967.84,5.108,2019-06-17
LNK-50207,Refinance,320409.90,4.543,2023-11-25
LNK-57603,Refinance,596282.12,4.635,2024-10-04
LNK-25345,Fixed Refinance,616484.95,,2021-04-05
LNK-90088,Refinance,472291.20,4.680,2026-03-12
LNK-77791,ARM,360152.08,3.492,2023-09-18
LNK-87595,Refinance,202583.96,5.117,2026-03-18
LNK-50816,Refinance,468290.86,4.063,2023-09-17
LNK-12232,Fixed Purchase,361249.25,8.023,2021-02-27
LNK-82083,ARM,182259.42,5.532,2026-03-15
LNK-39715,Fixed Purchase,134365.91,7.766,2020-01-05
LNK-33302,Refinance,242772.06,4.926,2023-01-21
LNK-94468,Refinance,306660.91,6.744,2023-09-18
LNK-10634,Fixed Purchase,331189.99,6.594,2020-05-02
LNK-11752,Refinance,394910.26,6.936,2021-07-22
LNK-36123,Jumbo Purchase,15288.50,7.215,2023-10-21
LNK-21214,Fixed Purchase,512707.46,6.524,2019-08-16
LNK-50807, Refinance ,518307.10,5.724%,2021-11-28
LNK-94280,Fixed Refinance,310084.81,4.210,2024-11-19
LNK-84086,Fixed Refinance,547718.73,6.142,2024-01-28
LNK-21221,ARM,120475.27,4.286,2025-10-03
LNK-97948,Refinance,282732.73,6.448,01/12/2026
LNK-52068,ARM,379211.53,5.137%,2023-12-21
LNK-42507,Refinance,545765.84,6.141,2023-06-21
LNK-48277,Fixed Purchase,298544.24,4.248,2026-01-31
LNK-14965,Refinance,423138.64,3.753,
LNK-12995,FHA Purchase,431166.77,6.550,2026-05-09
LNK-1680,Fixed Purchase,495353.60,,2024-06-23
LNK-41405,ARM,467668.71,5.305,
LNK-59292,Refinance,202403.65,5.758,2020-08-12
LNK-48175,Refinance,208567.76,6.226,2023-11-24
LNK-36358,Refinance,1221078.49,3.577,2024-07-03
LNK-14399,Refinance,306364.65,6.318,2021-07-11
LNK-18367,Fixed Purchase,274557.58,7.232,2023-12-17
LNK-12442,Fixed Purchase,176382.55,7.660,2021-06-12
LNK-25561,ARM,423187.20,5.940,2023-12-08
LNK-57489,Fixed Purchase,152933.43,5.831,2025-10-07
LNK-59830,Fixed Refinance,361369.38,4.521,2019-07-03
LNK-74005,FHA Purchase,372506.28,4.082,2019-09-19
LNK-73710,ARM,112502.35,3.479,2020-09-16
LNK-68166,FHA Purchase,509404.16,4.613,
LNK-54483,Fixed Purchase,420865.09,7.815,2024-12-26
LNK-14538,Fixed Refinance,396786.94,6.891,2025-12-05
LNK-4442,Fixed Purchase,557126.88,7.985,2026-01-14
LNK-12746,ARM,241178.55,4.850,2022-04-16
LNK-47388,Fixed Refinance,209067.85,6.303,2023-10-17
LNK-73642,Fixed Refinance,120520.61,3.939,2022-07-31
LNK-13198,Fixed Refinance,355727.08,3.876,2025-07-13
LNK-79240,ARM,462933.88,6.467,2020-08-26
LNK-79386,Fixed Purchase,357338.52,7.117,2021-05-03
LNK-43523,Fixed Purchase,528978.51,5.352,
LNK-51493,FHA Purchase,206321.23,4.144,2023-03-08
LNK-2617,ARM,480293.39,5.257,2023-05-13
LNK-39253,ARM,195907.61,4.522,2024-04-12
LNK-55238,ARM,474028.16,5.439,2023-01-01
LNK-51829,Refinance,578044.29,6.363,2025-11-02
LNK-12101,Fixed Purchase,779249.57,4.470,2024-10-04
LNK-96006,ARM,380219.10,6.588,2020-02-10
LNK-74339,Fixed Refinance,533210.77,4.946,2019-08-28
LNK-32816,Fixed Purchase,385912.19,7.277,2022-03-24
LNK-75967,FHA Purchase,401447.86,4.295,2023-07-18
LNK-69302,Refinance,214129.76,0.0714,09/12/2020
LNK-23227,Jumbo Purchase,271116.27,3.879,2026-03-30
LNK-90825,Fixed Refinance,185133.06,4.154,2023-03-25
LNK-50903,Fixed Purchase,"$484,246.36",,2019-11-16
LNK-23216,FHA Purchase,484433.94,4.959,2019-05-12
LNK-19198,Jumbo Purchase,153483.18,8.008,2022-01-05
LNK-36247,Refinance,123718.23,6.301,2023-10-01
LNK-40469,Jumbo Purchase,346198.85,3.820,2024-04-26
LNK-36180,Refinance,260157.84,4.504,2023-07-12
LNK-65634,Fixed Purchase,414978.05,7.129,2022-12-06
LNK-20127,Fixed Purchase,296567.30,7.585,2020-07-27
LNK-9292,ARM,113112.39,4.011,2020-06-09
LNK-22916,Fixed Purchase,397737.74,6.948,2026-03-18
LNK-57973,Refinance,"$264,147.47",4.032,2021-01-18
LNK-37170,ARM,540182.20,3.443,2025-10-25
LNK-56194,Fixed Purchase,"$544,198.52",,2022-08-17
LNK-40289,Fixed Purchase,53846.16,6.919,2021-05-03
LNK-64469,Fixed Refinance,230031.11,6.133,2025-02-28
LNK-11082,Fixed Purchase,370393.12,6.241,2022-05-16
LNK-48333,Fixed Purchase,209882.45,5.321,2023-03-29
LNK-33990,Refinance,284978.38,5.721,2021-03-21
LNK-33321,Fixed Purchase,224482.19,5.742,2024-10-18
LNK-95489,Jumbo Purchase,199306.10,6.744,2022-03-31
LNK-82924, ARM ,215465.22,4.711,2020-01-24
LNK-65985,Fixed Purchase,367660.02,3.974,2020-02-14
LNK-78831,Refinance,601290.62,4.225,2019-12-12
LNK-81828,FHA Purchase,218841.29,6.077,2020-11-30
LNK-26630,FHA Purchase,92908.45,4.088,2024-02-12
LNK-61012,Refinance,301883.20,5.093,2020-06-11
LNK-15021,ARM,113290.29,5.511,2019-01-10
LNK-18758,ARM,394329.54,6.521,2019-10-23
LNK-40932,Fixed Purchase,463099.88,5.508,2019-08-05
LNK-1887,Fixed Purchase,598031.63,5.208,2026-04-04
LNK-52864,ARM,457025.41,6.487,2020-07-19
LNK-44544,Fixed Refinance,136273.13,3.509,2023-08-02
LNK-82289,Fixed Purchase,125332.51,6.311,2020-08-03
LNK-50792,FHA Purchase,299960.51,4.645,2024-10-28
LNK-44193,Fixed Purchase,1442971.04,4.760,2025-08-01
LNK-58700,Refinance,110247.47,6.020,2020-01-27
LNK-44874,Fixed Refinance,490266.96,3.855,2021-04-30
LNK-57441,Fixed Purchase,204640.53,4.741,2020-12-14
LNK-86332,Refinance,596115.92,4.259,2021-09-23
LNK-78908,Fixed Purchase,530336.05,0.0498,2020-06-01
LNK-18842,Fixed Purchase,298854.38,5.046,2023-12-19
LNK-40378,Fixed Purchase,226084.25,5.618,2022-01-01
LNK-80064,Fixed Purchase,518478.30,4.827,2024-02-02
LNK-92133,ARM,569127.24,4.124,2025-06-04
LNK-27326,Refinance,179880.61,4.328,2023-07-16
LNK-63784,Fixed Purchase,453271.46,8.021,07/14/2023
LNK-24283,ARM,538178.52,5.927,2023-05-17
LNK-53198,ARM,16764.22,3.324,2023-09-03
LNK-42830,Fixed Purchase,337911.90,4.703,2023-07-15
LNK-39200,Refinance,170200.87,6.510,2022-01-14
LNK-97321,ARM,470028.36,4.351,2025-04-17
LNK-92089,Refinance,580374.34,5.935%,2025-06-19
LNK-83955,ARM,218665.28,6.346,2023-05-10
LNK-65357,Refinance,244328.47,3.727,2026-03-10
LNK-76481,Refinance,584696.28,6.380,2025-02-18
LNK-32775,ARM,198688.83,4.620,2022-09-07
LNK-43714,ARM,1277833.80,4.555,2025-01-14
LNK-50290,Refinance,400777.17,5.834,2025-02-15
LNK-37739,Fixed Purchase,136457.11,6.681,2024-08-10
LNK-52502,ARM,503162.17,5.670,2019-12-29
LNK-48843,Fixed Purchase,516425.64,5.401,2024-04-15
LNK-15927,Fixed Refinance,498697.68,4.495,2025-11-18
LNK-74905,ARM,381331.39,5.157,2020-07-27
LNK-27188,Fixed Purchase,196283.44,4.283,2022-03-15
LNK-78624,Fixed Purchase,495994.35,5.673,2021-01-23
LNK-72516,Fixed Purchase,162120.16,7.366,2020-11-04
LNK-24583,Fixed Refinance,269292.88,7.069,2021-02-22
LNK-4527,ARM,485207.40,6.084,2026-01-26
LNK-96317,Fixed Purchase,296545.21,5.949,2019-11-24
LNK-61505,Fixed Purchase,428486.65,5.417,2022-04-11
LNK-93847,Fixed Purchase,304348.94,3.861,2025-03-05
LNK-28479,ARM,"$1,414,746.05",3.498,2022-12-04
LNK-58469,Refinance,145769.89,4.388,2025-09-30
LNK-39185,Refinance,"$492,358.96",4.306,2022-01-19
LNK-91811,Fixed Purchase,575938.40,5.847,2021-04-20
LNK-10064,Fixed Purchase,"$510,092.76",7.341,2025-02-12
LNK-54627,Fixed Purchase,474678.16,7.513,2024-07-14
LNK-89208, Fixed Purchase ,616776.90,4.146,2023-06-29
LNK-19242,Fixed Purchase,435132.25,6.611,2019-04-13
LNK-84012,Fixed Purchase,565942.79,7.717,2020-09-08
LNK-40692,Jumbo Purchase,308217.58,4.268,2025-02-07
LNK-32722,Fixed Refinance,123709.24,3.558,2022-04-10
LNK-34119,FHA Purchase,496793.95,7.645,2022-09-10
LNK-87332,Fixed Purchase,905401.19,4.075,2019-09-09
LNK-21203,Refinance,444145.40,7.157,2025-08-20
LNK-94747,FHA Purchase,289454.31,7.174,2020-02-10
LNK-56460,Jumbo Purchase,508032.89,7.565,2020-02-05
LNK-50412, Fixed Purchase ,"$758,287.01",7.692,2019-01-18
LNK-10694,FHA Purchase,382270.29,5.009,2020-05-03
LNK-59860,Refinance,540330.15,3.947,2024-06-07
LNK-79372,Fixed Purchase,582248.33,5.647,2024-09-20
LNK-63814,ARM,545199.67,3.365,2025-03-19
LNK-77315,Fixed Purchase,576114.32,6.424,2020-03-31
LNK-53534,ARM,503614.71,3.726,2026-03-12
LNK-71040,ARM,554183.53,3.979,2022-10-06
LNK-67402,Fixed Purchase,404294.40,6.629,2023-05-11
LNK-91663,Refinance,520569.58,7.393,2020-12-19
LNK-55827,ARM,251860.02,3.614,2023-01-28
LNK-72256,Fixed Refinance,119777.45,5.735,2025-09-12
LNK-5818,Fixed Purchase,366255.83,5.603,2025-10-12
LNK-48124,Refinance,593056.41,3.633,2023-02-21
LNK-92964,FHA Purchase,459904.56,5.714,07/05/2023
LNK-71373,ARM,355103.19,6.251,2021-01-24
LNK-78833,Fixed Refinance,328791.33,3.933,2026-04-30
LNK-84647,ARM,223559.95,4.863,2019-06-25
LNK-12138,Jumbo Purchase,434841.58,7.399,2019-01-21
LNK-15335,ARM,431830.86,6.286,2021-12-03
LNK-33536,Fixed Refinance,323117.65,6.908,2019-01-15
LNK-87193,FHA Purchase,305339.78,4.007%,2022-01-18
LNK-88122,FIXED REFINANCE,138655.48,3.963,2024-04-16
LNK-47531,Fixed Purchase,470261.55,7.535,2026-05-25
LNK-22802,Fixed Purchase,380434.59,0.0617,2022-03-08
LNK-85803,Fixed Purchase,259807.05,4.588,2025-10-18
LNK-81304,Fixed Purchase,85689.52,6.909,2025-03-20
LNK-6806,Refinance,146964.78,6.527,2020-04-17
LNK-74822,ARM,100890.17,5.965,2021-03-06
LNK-85545,Fixed Refinance,322003.00,6.465,2024-12-13
LNK-89797,FHA Purchase,89095.85,5.008,2026-03-04
LNK-85769,Refinance,596728.85,3.564%,2024-03-17
LNK-53378,Fixed Purchase,708230.33,7.643,2020-02-24
LNK-99655,Jumbo Purchase,466077.85,5.061,2025-11-16
LNK-44463,Fixed Refinance,505854.18,7.026,2026-05-10
LNK-57420,ARM,304344.87,5.811,2026-01-19
LNK-14886,Fixed Purchase,30476.31,6.166,2025-11-04
LNK-2382,ARM,489464.68,6.477,2026-03-16
LNK-34913,Fixed Purchase,617531.92,6.296,2020-04-17
LNK-30098,Fixed Purchase,525790.46,7.686,2023-12-27
LNK-67935,Jumbo Purchase,213159.67,6.344,02/26/2019
LNK-98891,ARM,257892.15,4.924,2023-03-05
LNK-68999,Fixed Purchase,495963.38,4.960,2025-06-16
LNK-74137,Fixed Purchase,309219.50,6.214,2019-07-20
LNK-77089,ARM,"$166,976.01",5.110,2019-03-02
LNK-91133,Fixed Refinance,292851.41,4.362,2024-01-27
LNK-76397,ARM,563118.74,4.278,2023-12-25
LNK-29971,FHA Purchase,308766.26,5.050,2025-03-10
LNK-59429,ARM,424734.78,3.819,2023-06-21
LNK-50036,Fixed Purchase,412885.25,4.922,2024-02-27
LNK-52266,ARM,571527.90,6.343,2019-02-07
LNK-61694,Refinance,213607.73,4.402,2021-05-20
LNK-90070,Fixed Purchase,102071.71,6.836,2022-06-14
LNK-78147,ARM,216931.28,5.321%,2022-09-03
LNK-91496,Fixed Purchase,235756.91,7.788,2023-04-23
LNK-20758,ARM,872040.33,4.465,2019-09-09
LNK-46215,Fixed Refinance,203568.43,6.579,2025-09-22
LNK-4219,Fixed Purchase,203899.02,6.534,2020-07-24
LNK-64277,Fixed Purchase,234550.76,4.358,2023-11-18
LNK-14703,Jumbo Purchase,454234.83,5.675,2020-02-11
LNK-39722,FHA Purchase,406127.75,3.865,2019-12-23
LNK-55522,Refinance,496467.77,4.837,2021-09-13
LNK-12253,Jumbo Purchase,289610.61,7.484,2019-01-21
LNK-16213,FHA Purchase,523382.59,7.975,2020-05-11
