ledger_id,loan_id,due_date,paid_date,emi_due,emi_paid
TXN-37036,LNK-63070,2021-12-01,2021-11-30,3264.53,3248.70
TXN-24600,LNK-63070,01/01/2022,2021-12-30,3220.70,3206.90
TXN-44492,LNK-63070,2022-02-01,2022-02-04,3201.43,3180.48
TXN-92662,LNK-25726,2021-04-01,2021-04-08,861.01,847.61
TXN-11483,LNK-25726,2021-05-01,2021-06-01,879.58,588.11
TXN-28714,LNK-25726,2021-06-01,2021-06-22,872.81,255.79
TXN-89866,LNK-25726,2021-07-01,2021-07-01,894.61,890.22
TXN-39792,LNK-25726,2021-08-01,,870.98,0.00
TXN-12636,LNK-25726,2021-09-01,,875.22,0.00
TXN-16639,LNK-62814,2021-10-01,2021-10-06,1820.35,1791.25
TXN-81429,LNK-62814,2021-11-01,2021-11-12,1820.00,1336.37
TXN-23928,LNK-83578,2021-03-01,02/27/2021,2145.86,2111.29
TXN-10972,LNK-83578,2021-04-01,2021-04-15,2150.73,695.07
TXN-39108,LNK-83578,2021-05-01,2021-05-09,2116.30,2107.17
TXN-89590,LNK-83578,2021-06-01,2021-06-22,2065.03,2049.14
TXN-21902,LNK-83578,07/01/2021,2021-06-30,2070.68,2046.90
TXN-19205,LNK-83578,2021-08-01,2021-09-28, 2095.70 ,2028.21
TXN-25225,LNK-74233,2026-05-01,2026-04-29,1042.68,1031.18
TXN-94265,LNK-74233,2026-06-01,06/09/2026,1068.04,765.88
TXN-49277,LNK-74233,2026-07-01,2026-06-29,1068.83,1049.46
TXN-11633,LNK-49281,2023-01-01,2023-01-18,3036.85,1460.32
TXN-74431,LNK-49281,2023-02-01,2023-02-10,3033.53,2982.71
TXN-55132,LNK-49281,2023-03-01,2023-03-02,2986.39,1536.77
TXN-58982,LNK-49281,2023-04-01,2023-04-10,3043.61,2985.02
TXN-84849,LNK-49281,2023-05-01,2023-05-24,2896.94,2882.13
TXN-71367,LNK-49281,2023-06-01,2023-07-13,2971.42,2830.28
TXN-80462,LNK-15184,2020-07-01,2020-07-13,"$3,594.07",3547.34
TXN-67271,LNK-15184,2020-08-01,2020-08-04,3581.33,1671.55
TXN-32048,LNK-15184,2020-09-01,2020-09-01,3628.87,3583.76
TXN-19418,LNK-15184,2020-10-01,2020-10-12,3525.84,964.70
TXN-64567,LNK-82830,2025-10-01,2025-09-30,899.63,896.01
TXN-38175,LNK-82830,2025-11-01,2025-11-07,889.95,873.31
TXN-43076,LNK-82830,2025-12-01,2025-12-27, 848.93 ,846.85
TXN-76316,LNK-13987,2022-05-01,,813.27,0.00
TXN-50063,LNK-13987,2022-06-01,2022-08-01,828.42,804.53
TXN-47740,LNK-13987,2022-07-01,2022-07-03,807.98,795.02
TXN-40707,LNK-13987,2022-08-01,2022-07-30,843.44,837.27
TXN-17779,LNK-88098,2023-12-01,2023-11-28,3008.82,2967.60
TXN-53723,LNK-88098,2024-01-01,2023-12-31,3070.35,3037.51
TXN-49472,LNK-88098,2024-02-01,2024-03-01,3040.89,1280.04
TXN-44178,LNK-88098,2024-03-01,2024-03-06, 2949.96 ,2914.70
TXN-93125,LNK-26856,03/01/2026,2026-02-26,1703.83,1697.82
TXN-72752,LNK-26856,2026-04-01,2026-03-30,1750.48,1737.95
TXN-54125,LNK-26856,2026-05-01,2026-06-05,1697.16,543.58
TXN-56469,LNK-26856,2026-06-01,2026-06-03,1692.58,1676.84
TXN-12759,LNK-77720,2026-03-01,2026-03-27,4002.00,3950.24
TXN-77488,LNK-77720,2026-03-01,2026-03-27,4002.00,3950.24
TXN-77473,LNK-77720,2026-04-01,,3999.52,0.00
TXN-29375,LNK-77720,2026-05-01,2026-06-02,4081.87,3892.15
TXN-40041,LNK-77720,06/01/2026,2026-06-05,3893.71,1234.34
TXN-82693,LNK-77720,2026-07-01,2026-07-03,3948.55,3874.47
TXN-29069,LNK-32270,2021-06-01,2021-06-02,916.88,462.59
TXN-93258,LNK-32270,2021-07-01,2021-08-04,920.45,512.28
TXN-79899,LNK-32270,2021-08-01,,882.91,0.00
TXN-83179,LNK-32270,2021-09-01,2021-10-22,909.60,896.11
TXN-22775,LNK-32270,2021-10-01,2021-10-10,900.01,899.82
TXN-61661,LNK-39750,2025-04-01,2025-04-07, 1985.22 ,1982.09
TXN-20509,LNK-39750,2025-05-01,2025-07-09,1966.48,1928.33
TXN-40538,LNK-39750,2025-06-01,2025-06-13,2025.35,2024.54
TXN-69922,LNK-81079,2022-10-01,2022-10-05,"$3,755.03",3749.96
TXN-95582,LNK-81079,2022-11-01,2022-11-08,3676.95,3667.48
TXN-21173,LNK-81079,2022-12-01,12/09/2022,3565.31,3543.77
TXN-86181,LNK-81079,2023-01-01,2023-02-23,3686.39,3650.76
TXN-52872,LNK-81079,2023-02-01,2023-02-04,3710.20,3648.98
TXN-99670,LNK-81079,2023-03-01,2023-03-05,3570.36,3529.40
TXN-77554,LNK-32979,2019-03-01,2019-03-05,2042.43,2016.93
TXN-13780,LNK-32979,2019-04-01,2019-06-15,1991.32,1911.60
TXN-74301,LNK-32979,2019-05-01,2019-04-30,2075.14,2074.94
TXN-39587,LNK-32979,2019-06-01,2019-06-05,2086.36,2065.36
TXN-28812,LNK-87341,2022-04-01,2022-04-02,2573.41,2566.69
TXN-73511,LNK-87341,2022-05-01,2022-05-03,2563.79,2543.52
TXN-25996,LNK-53350,2025-06-01,2025-08-06,2627.44,2618.35
TXN-50314,LNK-53350,2025-07-01,,2570.52,0.00
TXN-59918,LNK-53350,2025-08-01,2025-10-02,2658.50,2656.70
TXN-39263,LNK-96156,2019-04-01,2019-04-05,2697.39,2688.98
TXN-55703,LNK-96156,2019-05-01,2019-05-10,2675.05,2624.17
TXN-54987,LNK-96156,2019-06-01,2019-08-08,2766.90,2632.78
TXN-48563,LNK-96156,2019-07-01,2019-09-03,2643.49,2597.14
TXN-28677,LNK-85659,2020-04-01,2020-03-30,3115.66,3088.72
TXN-79997,LNK-85659,2020-05-01,,"$3,214.29",0.00
TXN-50037,LNK-85659,2020-06-01,2020-08-13,3137.71,3038.43
TXN-66989,LNK-85659,2020-07-01,2020-07-07,3155.75,3120.57
TXN-78126,LNK-85659,2020-08-01,2020-08-06,3252.38,3206.96
TXN-64277,LNK-85659,2020-09-01,2020-09-13,3294.24,3269.73
TXN-38142,LNK-64699,2025-06-01,2025-06-08,921.92,921.34
TXN-92807,LNK-64699,2025-07-01,2025-07-16,918.16,915.66
TXN-81171,LNK-64699,2025-08-01,2025-08-05,936.13,934.17
TXN-68183,LNK-40008,2024-07-01,2024-07-07,2643.42,2598.49
TXN-33227,LNK-40008,2024-08-01,2024-08-26,2569.70,2461.49
TXN-16890,LNK-40008,2024-09-01,2024-08-30,2540.13,2538.02
TXN-37430,LNK-40008,2024-10-01,2024-10-05,2645.31,2597.82
TXN-31866,LNK-24218,2021-10-01,NULL,1788.56,0.00
TXN-78848,LNK-24218,2021-11-01,2021-11-03,1833.47,1827.41
TXN-39218,LNK-24218,2021-12-01,2021-12-07,1794.02,1786.31
TXN-30304,LNK-24218,2022-01-01,01/13/2022,1805.64,937.46
TXN-26621,LNK-24218,2022-02-01,2022-03-09,1838.46,1826.39
TXN-17936,LNK-24218,2022-03-01,2022-03-12,1757.69,1747.01
TXN-50918,LNK-21111,2023-11-01,2023-12-02,2237.17,1005.68
TXN-89900,LNK-21111,2023-12-01,2024-02-03,2320.41,2237.26
TXN-44286,LNK-21111,2024-01-01,NULL,2198.73,0.00
TXN-41334,LNK-21111,2024-02-01,2024-02-28,2206.43,2115.87
TXN-28429,LNK-21111,2024-03-01,2024-04-02,2198.43,2146.33
TXN-72510,LNK-21111,04/01/2024,2024-04-13,2192.53,2155.88
TXN-48338,LNK-25405,2023-07-01,2023-07-12,1545.08,1531.44
TXN-13724,LNK-25405,2023-08-01,2023-10-07,1526.99,1505.69
TXN-30968,LNK-43176,2022-01-01,2022-01-24,1121.40,1096.55
TXN-59775,LNK-43176,2022-02-01,,1156.42,0.00
TXN-56211,LNK-43176,03/01/2022,,1158.01,0.00
TXN-54938,LNK-43176,2022-04-01,2022-04-03,1126.41,1116.65
TXN-82042,LNK-54914,2023-07-01,2023-07-07,2310.06,2270.37
TXN-52431,LNK-54914,2023-08-01,2023-08-03,2341.91,2309.56
TXN-90882,LNK-54914,2023-09-01,,2350.11,0.00
TXN-33665,LNK-54914,2023-10-01,2023-11-29, 2334.69 ,2280.11
TXN-44381,LNK-54914,2023-11-01,2023-11-09,2311.03,2295.68
TXN-58064,LNK-57873,2020-09-01,09/07/2020,2116.83,2081.80
TXN-16594,LNK-57873,2020-10-01,2020-10-05,2141.89,2139.65
TXN-31692,LNK-57873,2020-11-01,2020-11-06,2106.36,1236.83
TXN-42486,LNK-5722,2020-10-01,2020-10-08,1377.39,1373.39
TXN-25818,LNK-5722,2020-11-01,11/04/2020,1310.33,1295.71
TXN-13818,LNK-5722,2020-12-01,2021-01-01,1374.22,639.70
TXN-76548,LNK-22567,2020-02-01,2020-02-18,3593.22,3445.02
TXN-23031,LNK-22567,2020-03-01,2020-04-04,3484.02,3332.30
TXN-76109,LNK-22567,2020-04-01,2020-04-06,3526.10,3525.07
TXN-56434,LNK-42220,2024-10-01,2024-10-04,538.71,532.95
TXN-94896,LNK-42220,2024-11-01,2024-12-27,527.99,522.14
TXN-46621,LNK-42220,2024-12-01,2024-12-02,560.22,557.34
TXN-80300,LNK-42220,2025-01-01,2025-01-11,528.58,248.59
TXN-13128,LNK-42220,2025-02-01,2025-02-08,531.17,528.29
TXN-52700,LNK-50081,2022-11-01,2022-11-04,1767.39,670.53
TXN-99351,LNK-50081,12/01/2022,,1824.36,0.00
TXN-22178,LNK-50081,2023-01-01,2023-01-07,1763.00,1742.02
TXN-43181,LNK-50081,2023-02-01,2023-01-30,1798.37,1783.25
TXN-40886,LNK-90764,2021-07-01,2021-06-30,3189.10,3136.02
TXN-96428,LNK-90764,2021-08-01,2021-07-31,3129.80,3104.50
TXN-77659,LNK-90764,2021-09-01,2021-09-02,3032.07,"$3,006.61"
TXN-78415,LNK-90764,2021-10-01,2021-10-18,3130.62,2148.38
TXN-33045,LNK-90764,2021-11-01,2021-10-31,3100.21,3086.20
TXN-72094,LNK-90764,2021-12-01,2021-12-29,3036.77,3008.21
TXN-39547,LNK-3068,06/01/2021,2021-05-29,2813.03,2788.73
TXN-73972,LNK-3068,2021-07-01,2021-08-01,2767.38,838.25
TXN-93331,LNK-3068,2021-08-01,2021-07-30,2912.31,2867.52
TXN-44940,LNK-3068,2021-09-01,2021-09-15,2884.08,1746.05
TXN-85786,LNK-3068,2021-10-01,2021-09-29,2822.92,2778.94
TXN-16046,LNK-10694,2020-06-01,2020-08-04,2084.69,2046.34
TXN-86846,LNK-10694,2020-07-01,NULL,2051.89,0.00
TXN-85131,LNK-10694,2020-08-01,2020-08-10,2055.70,2053.09
TXN-43975,LNK-98186,2021-07-01,2021-06-30,1795.69,1772.88
TXN-96072,LNK-98186,2021-08-01,2021-07-30,1886.79,1875.49
TXN-46710,LNK-98186,2021-09-01,2021-09-05,1786.25,1778.22
TXN-75189,LNK-98186,2021-10-01,2021-11-02,1857.34,645.73
TXN-21944,LNK-98186,2021-11-01,2021-11-02,1866.58,873.95
TXN-80011,LNK-38512,2023-12-01,2024-01-08,1893.94,1103.43
TXN-94063,LNK-38512,2024-01-01,2023-12-30,1923.15,1894.37
TXN-18648,LNK-11082,2022-06-01,2022-05-29,2242.90,2222.28
TXN-36460,LNK-11082,2022-07-01,2022-07-03,2325.37,2307.72
TXN-28906,LNK-11082,2022-08-01,NULL,2238.33,0.00
TXN-48822,LNK-11082,2022-09-01,2022-08-30,2285.38,"$2,266.22"
TXN-15005,LNK-11082,2022-10-01,10/10/2022,2225.41,2200.20
TXN-63272,LNK-25385,2021-01-01,2021-01-02,2457.85,"$2,421.08"
TXN-29632,LNK-25385,2021-02-01,2021-01-31,2474.47,2458.73
TXN-19396,LNK-42704,2022-03-01,2022-03-09,1645.73,1625.89
TXN-47358,LNK-42704,2022-04-01,2022-04-05,1697.82,1693.89
TXN-63622,LNK-42704,2022-05-01,2022-06-01,1741.28,1140.37
TXN-22443,LNK-42704,2022-06-01,2022-06-23,1691.79,866.62
TXN-40456,LNK-42704,2022-07-01,07/02/2022,1650.21,1623.57
TXN-38391,LNK-42704,2022-08-01,2022-09-03,1742.21,1685.50
TXN-56018,LNK-36916,2026-02-01,2026-03-04, 2956.41 ,1141.98
TXN-44161,LNK-36916,2026-03-01,2026-05-02,2997.11,2910.59
TXN-67387,LNK-36916,2026-04-01,2026-04-13,2973.92,2946.19
TXN-34790,LNK-36916,2026-05-01,2026-05-12,3031.40,3021.87
TXN-42407,LNK-36916,2026-06-01,2026-06-01,2856.96,2825.70
TXN-71877,LNK-36916,2026-07-01,2026-07-02,2893.63,2870.72
TXN-17709,LNK-93371,2025-01-01,2025-01-01,1718.22,1701.37
TXN-32121,LNK-93371,2025-02-01,01/30/2025,1819.47,1797.76
TXN-52154,LNK-93371,2025-03-01,,1803.76,0.00
TXN-52215,LNK-93371,2025-04-01,2025-04-11,1815.20,1787.31
TXN-55498,LNK-60049,2026-03-01,2026-03-01,5160.01,5121.41
TXN-35032,LNK-60049,2026-04-01,2026-04-03,5141.51,5058.29
TXN-48114,LNK-60049,2026-05-01,2026-04-28,4971.88,4950.96
TXN-92622,LNK-60049,2026-06-01,2026-05-30,4978.94,4912.51
TXN-82010,LNK-60049,2026-07-01,2026-07-09,5070.28,5020.02
TXN-25684,LNK-37517,2024-03-01,2024-03-01,5336.55,5246.42
TXN-44752,LNK-37517,2024-04-01,2024-04-08,5243.66,5161.59
TXN-25017,LNK-37517,2024-05-01,2024-05-09,5139.66,5092.34
TXN-94752,LNK-37517,2024-06-01,2024-06-02,5289.67,5239.68
TXN-56333,LNK-61161,09/01/2022,2022-09-01,3714.99,3712.40
TXN-70732,LNK-61161,2022-10-01,2022-10-03,3738.11,3707.28
TXN-69560,LNK-73362,2021-06-01,2021-06-07,590.06,588.82
TXN-97051,LNK-73362,2021-07-01,07/17/2021,591.04,583.65
TXN-24516,LNK-73362,2021-08-01,2021-08-29,577.83,203.75
TXN-83176,LNK-73362,2021-09-01,2021-08-30,587.22,582.00
TXN-17407,LNK-73362,2021-10-01,2021-10-12,582.79,582.02
TXN-68994,LNK-36697,2025-01-01,2025-01-08,3366.67,3326.52
TXN-42992,LNK-36697,2025-02-01,2025-03-15,3332.81,3291.10
TXN-83997,LNK-36697,2025-03-01,2025-04-27,3270.63,3169.20
TXN-27696,LNK-38914,2022-11-01,10/30/2022,2008.37,"$1,968.69"
TXN-28877,LNK-38914,2022-12-01,2022-11-30,"$1,995.23",1971.56
TXN-96741,LNK-38914,2023-01-01,2023-01-07,2019.79,1981.92
TXN-94613,LNK-38914,2023-02-01,,1968.39,0.00
TXN-34707,LNK-38914,2023-03-01,2023-03-11,1996.39,1993.51
TXN-91137,LNK-86823,2025-04-01,2025-04-22,2229.55,2180.90
TXN-66200,LNK-86823,2025-05-01,2025-05-19,2179.65,2165.92
TXN-64274,LNK-86823,2025-06-01,2025-06-05,2241.55,2224.67
TXN-57269,LNK-15663,2020-12-01,2020-12-03,2137.57,2109.78
TXN-27907,LNK-15663,2021-01-01,2021-02-21,2194.21,2149.01
TXN-79789,LNK-15663,2021-02-01,2021-01-29,2103.13,2078.62
TXN-93130,LNK-15663,2021-03-01,2021-03-07,2158.82,2145.77
TXN-57929,LNK-15663,2021-04-01,2021-04-01,2157.91,2128.24
TXN-23773,LNK-84616,2023-08-01,2023-08-09,3735.45,3668.75
TXN-93735,LNK-84616,2023-09-01,,3700.58,0.00
TXN-43948,LNK-65157,2019-10-01,,2788.80,0.00
TXN-23937,LNK-65157,2019-11-01,2019-10-29,2705.22,2659.44
TXN-87781,LNK-65157,2019-12-01,2019-12-07,2774.73,2767.90
TXN-10013,LNK-65157,2020-01-01,2020-01-11,2682.26,2640.32
TXN-77174,LNK-92988,2023-01-01,2022-12-30,1074.44,1056.89
TXN-33659,LNK-92988,2023-02-01,2023-03-08,1058.40,1017.76
TXN-68693,LNK-92988,2023-03-01,2023-03-12,1056.60,1040.44
TXN-46451,LNK-92988,2023-04-01,2023-04-07,1046.48,"$1,033.11"
TXN-51563,LNK-92988,2023-05-01,2023-05-10,1049.63,1042.28
TXN-96204,LNK-92988,2023-06-01,2023-06-13,1072.15,1071.44
TXN-69729,LNK-92988,2023-06-01,2023-06-13,1072.15,1071.44
TXN-69325,LNK-43827,2021-06-01,2021-06-27,2040.11,795.36
TXN-46064,LNK-43827,2021-07-01,2021-06-30,2080.54,2041.29
TXN-58908,LNK-43827,2021-08-01,2021-07-29,2037.24,2030.35
TXN-55740,LNK-81492,2023-05-01,2023-05-05,1264.09,1253.41
TXN-86219,LNK-81492,2023-06-01,2023-05-30,1287.16,1277.32
TXN-95253,LNK-81492,2023-07-01,2023-07-05,1278.17,1271.21
TXN-89181,LNK-81492,2023-08-01,2023-10-15,1249.71,1240.46
TXN-29681,LNK-81492,2023-09-01,,1290.17,0.00
TXN-58684,LNK-81090,2021-10-01,2021-10-10,2844.76,2795.12
TXN-12332,LNK-81090,2021-11-01,2021-11-05,2802.29,2799.93
TXN-73942,LNK-81090,2021-12-01,2021-12-05,2841.32,"$2,787.08"
TXN-66286,LNK-81090,2022-01-01,2022-01-11,2825.16,2810.59
TXN-34944,LNK-81090,2022-02-01,2022-02-10,2870.54,2863.20
TXN-39742,LNK-81090,2022-03-01,2022-03-05,2798.29,2761.55
TXN-72265,LNK-78924,2022-08-01,NULL,1908.09,0.00
TXN-40219,LNK-78924,2022-09-01,,1923.01,0.00
TXN-64457,LNK-78924,2022-10-01,2022-10-03,1896.07,1885.43
TXN-47810,LNK-78924,2022-11-01,2022-10-31,1936.97,1925.21
TXN-36371,LNK-78924,2022-12-01,2022-12-07,1835.97,1812.45
TXN-55776,LNK-78924,2022-12-01,2022-12-07,1835.97,1812.45
TXN-58990,LNK-97940,2023-04-01,2023-04-12,1677.04,"$1,662.05"
TXN-40225,LNK-97940,2023-05-01,2023-05-07,1685.21,1677.16
TXN-74940,LNK-97940,2023-06-01,2023-06-10,1688.83,1670.33
TXN-24711,LNK-61901,2024-05-01,2024-05-09,1963.34,1960.29
TXN-33692,LNK-61901,2024-06-01,,1929.87,0.00
TXN-22857,LNK-61901,2024-07-01,2024-07-03,1939.44,1913.02
TXN-48274,LNK-61901,2024-08-01,2024-08-13,1922.38,1909.47
TXN-61660,LNK-89184,2022-06-01,07/02/2022,2820.12,"$1,855.59"
TXN-41977,LNK-89184,2022-07-01,2022-07-20,2777.82,949.38
TXN-16951,LNK-89184,2022-08-01,2022-08-06,2811.83,2799.69
TXN-75411,LNK-89184,2022-09-01,2022-09-03,2788.11,2772.28
TXN-17870,LNK-89184,2022-10-01,2022-09-29, 2796.69 ,2780.32
TXN-95047,LNK-89184,2022-11-01,NULL,2699.83,0.00
TXN-17601,LNK-36804,2020-10-01,2020-10-01,3479.85,3469.98
TXN-89660,LNK-36804,2020-11-01,2020-11-08,3551.94,3522.76
TXN-53075,LNK-17828,2022-01-01,01/10/2022,2414.92,2393.57
TXN-37017,LNK-17828,2022-02-01,2022-02-23,2348.55,2260.99
TXN-12717,LNK-17828,2022-03-01,2022-04-07,2368.35,1059.28
TXN-43727,LNK-60432,2022-11-01,2022-12-22,2318.06,"$2,266.66"
TXN-32506,LNK-60432,2022-12-01,2022-11-30,2351.94,2334.78
TXN-80687,LNK-39691,2023-10-01,2023-10-02,2153.83,2126.27
TXN-61451,LNK-39691,2023-11-01,2023-11-08,2052.32,2045.90
TXN-38436,LNK-39691,2023-12-01,2023-12-02,2090.06,2051.16
TXN-29556,LNK-39691,2024-01-01,2024-01-09,2041.84,2007.06
TXN-41421,LNK-39691,2024-02-01,,2042.68,0.00
TXN-18682,LNK-39691,2024-03-01,2024-03-13,2048.10,2041.42
TXN-33215,LNK-33447,2023-05-01,2023-05-29,3091.96,2067.53
TXN-62899,LNK-33447,2023-06-01,2023-06-20,3150.19,2224.59
TXN-57051,LNK-33447,07/01/2023,06/28/2023,3079.72,3031.01
TXN-51916,LNK-33447,2023-08-01,2023-09-06,3104.33,3070.91
TXN-75164,LNK-33447,2023-09-01,2023-09-24,3228.56,2101.90
TXN-46877,LNK-33447,2023-10-01,,3157.39,0.00
TXN-72529,LNK-82439,2025-06-01,2025-06-13,1297.02,1273.75
TXN-44629,LNK-82439,2025-07-01,2025-07-09,1293.71,1277.45
TXN-99520,LNK-82439,2025-08-01,2025-07-30,1335.27,1316.32
TXN-48175,LNK-82439,2025-09-01,2025-09-08, 1333.53 ,1307.50
TXN-89061,LNK-82439,2025-10-01,2025-10-01,1347.39,1330.83
TXN-36225,LNK-82439,2025-11-01,2025-11-12,1330.57,1316.52
TXN-61879,LNK-25672,2025-07-01,2025-07-13,2581.42,2534.10
TXN-61571,LNK-25672,2025-08-01,2025-08-05,2586.30,2536.27
TXN-74290,LNK-25672,2025-09-01,2025-09-12,2616.29,2590.00
TXN-39864,LNK-25672,2025-10-01,2025-10-20,2611.54,986.14
TXN-52695,LNK-25672,2025-11-01,2025-11-13,2647.27,2635.28
TXN-28838,LNK-61142,2025-03-01,2025-03-13,1368.97,1347.69
TXN-23024,LNK-61142,2025-04-01,2025-04-05,"$1,418.60",430.42
TXN-12110,LNK-6482,2023-06-01,2023-05-30,1318.78,1295.41
TXN-78196,LNK-6482,2023-07-01,2023-07-13,1328.68,1325.48
TXN-42395,LNK-6482,2023-08-01,2023-08-13,1272.08,1253.57
TXN-49044,LNK-6482,2023-09-01,09/04/2023,1303.47,1285.93
TXN-16052,LNK-6482,2023-10-01,2023-10-05,1281.45,1270.92
TXN-31887,LNK-6482,2023-11-01,2023-10-29,1325.81,1307.38
TXN-76528,LNK-79172,2024-03-01,2024-03-06,992.97,983.64
TXN-87615,LNK-79172,2024-04-01,2024-04-12,965.28,954.14
TXN-69781,LNK-79172,2024-05-01,2024-06-17,988.75,958.63
TXN-46614,LNK-79172,2024-06-01,2024-06-26,1014.96,1002.67
TXN-10495,LNK-79172,2024-07-01,2024-07-07,963.73,947.10
TXN-90959,LNK-79172,08/01/2024,,1005.31,0.00
TXN-37766,LNK-27680,2025-11-01,,1846.42,0.00
TXN-99923,LNK-27680,2025-12-01,2026-01-06, 1911.73 ,1040.03
TXN-86694,LNK-27680,2026-01-01,NULL,1898.94,0.00
TXN-36677,LNK-27680,2026-02-01,2026-01-29,1816.05,1808.03
TXN-44933,LNK-75277,2024-08-01,2024-08-11,3136.96,3131.73
TXN-90353,LNK-75277,2024-09-01,2024-10-18,3136.86,3132.77
TXN-61268,LNK-75277,2024-10-01,2024-09-30,3097.27,3067.05
TXN-46651,LNK-75277,2024-11-01,,3078.25,0.00
TXN-72318,LNK-16448,2023-10-01,2023-10-13,$682.66,434.07
TXN-88568,LNK-16448,2023-11-01,2023-11-10,683.49,681.66
TXN-35739,LNK-92905,2024-09-01,2024-09-09,1707.41,1692.30
TXN-57689,LNK-92905,2024-10-01,NULL,1768.83,0.00
TXN-38702,LNK-50834,2025-09-01,,2114.08,0.00
TXN-91381,LNK-50834,2025-10-01,,2108.85,0.00
TXN-54035,LNK-50834,2025-11-01,2025-10-29,2071.34,2047.22
TXN-61060,LNK-50834,2025-12-01,2025-12-04,2122.23,2095.44
TXN-31473,LNK-50834,2026-01-01,2026-01-12,2066.21,2061.97
TXN-23788,LNK-16915,2020-06-01,2020-06-12,3910.22,3836.09
TXN-52553,LNK-16915,2020-07-01,2020-07-13,"$3,910.49",3898.72
TXN-48149,LNK-16915,2020-08-01,2020-07-30,3765.56,3762.20
TXN-29602,LNK-71008,2022-07-01,2022-08-13,742.01,407.52
TXN-64624,LNK-71008,2022-08-01,2022-09-20,724.84,704.82
TXN-27502,LNK-71008,2022-09-01,2022-11-15,752.66,726.21
TXN-64221,LNK-71008,2022-10-01,2022-11-28,744.76,713.32
TXN-69580,LNK-59860,2024-07-01,2024-07-10,2540.59,2508.29
TXN-78889,LNK-59860,2024-08-01,2024-08-10,2570.26,2526.26
TXN-80593,LNK-78833,2026-05-01,2026-05-07,1519.94,1490.98
TXN-89054,LNK-78833,2026-06-01,2026-07-11,1531.74,1481.52
TXN-94229,LNK-78833,2026-07-01,NULL,1551.94,0.00
TXN-30708,LNK-1142,2025-10-01,2025-11-04, 3117.35 ,1351.83
TXN-63673,LNK-1142,2025-11-01,2025-11-09,2999.25,2950.10
TXN-72603,LNK-1142,2025-12-01,2025-12-06,2998.51,2976.02
TXN-18062,LNK-94525,2026-06-01,2026-06-08,674.92,661.89
TXN-21772,LNK-94525,2026-07-01,2026-07-07,698.46,688.74
TXN-37331,LNK-74783,2024-06-01,2024-06-01,1415.11,1408.17
TXN-66509,LNK-74783,2024-07-01,2024-07-04,1402.29, 1391.98 
TXN-18560,LNK-74783,2024-08-01,2024-09-07,1410.88,1405.22
TXN-86446,LNK-74783,2024-09-01,2024-09-04,1406.74, 1392.18 
TXN-22091,LNK-74783,2024-10-01,2024-11-06,1387.98,1344.26
TXN-64051,LNK-54227,2019-07-01,2019-07-30,1546.41,1537.03
TXN-60780,LNK-54227,2019-08-01,,1627.99,0.00
TXN-67576,LNK-54227,2019-09-01,,1627.52,0.00
TXN-38676,LNK-19830,2022-06-01,2022-06-05,1005.78,349.20
TXN-34428,LNK-19830,2022-07-01,2022-08-10,1024.67,534.92
TXN-28667,LNK-19830,2022-08-01,2022-08-12,999.27,992.45
TXN-25773,LNK-19830,2022-09-01,,1002.11,0.00
TXN-94264,LNK-19830,2022-10-01,10/09/2022,1020.92,1014.15
TXN-69977,LNK-93181,2021-02-01,2021-03-26,1080.00,1026.40
TXN-95096,LNK-93181,2021-03-01,2021-02-28,1099.57,1089.38
TXN-68699,LNK-93181,2021-04-01,04/24/2021,1076.69,361.27
TXN-55706,LNK-93181,2021-05-01,2021-05-05,1061.50,"$1,055.60"
TXN-46301,LNK-93181,2021-06-01,2021-05-29,1042.73,1031.00
TXN-18782,LNK-93181,2021-07-01,2021-07-13,1044.43,1044.08
TXN-49121,LNK-37208,2023-12-01,2023-11-29,2287.40,2267.30
TXN-44778,LNK-37208,2024-01-01,2024-01-05,2275.42,2242.42
TXN-73771,LNK-37208,2024-02-01,2024-02-29,2293.41,765.22
TXN-72802,LNK-37208,2024-03-01,2024-02-28,2338.77,2318.80
TXN-33369,LNK-37208,2024-04-01,2024-04-05,2310.13,2289.70
TXN-13161,LNK-89878,2023-05-01,2023-05-02,3130.08,3095.69
TXN-46709,LNK-89878,2023-06-01,2023-05-31,3100.46,3067.78
TXN-54778,LNK-58469,2025-10-01,2025-09-30,737.50,735.16
TXN-39566,LNK-58469,2025-11-01,01/08/2026,740.30,727.62
TXN-39340,LNK-58469,2025-12-01,2025-12-05,737.86,725.60
TXN-67989,LNK-3187,2021-05-01,05/04/2021,2731.12,2729.48
TXN-60765,LNK-3187,2021-06-01,2021-06-04,2801.20,2757.20
TXN-87174,LNK-3187,2021-07-01,2021-07-11,2763.96,2756.76
TXN-69817,LNK-3187,2021-08-01,2021-07-30,2739.72,2726.41
TXN-88407,LNK-12188,2022-07-01,07/03/2022,1604.57,1584.11
TXN-23267,LNK-12188,2022-08-01,2022-09-15,1536.46,1477.98
TXN-67041,LNK-70228,2019-04-01,2019-04-14,3880.53,1745.93
TXN-28040,LNK-70228,2019-05-01,2019-05-03,3909.29,3888.49
TXN-62269,LNK-70228,2019-06-01,2019-06-09,3872.06,3856.15
TXN-29709,LNK-81304,2025-04-01,2025-04-20,559.50,409.74
TXN-45812,LNK-81304,2025-05-01,2025-05-07,558.51,552.90
TXN-42071,LNK-71807,2022-03-01,2022-03-17,2880.53,2741.83
TXN-85446,LNK-71807,2022-04-01,2022-05-21,2795.69,2740.54
