financial_id,loan_id,origination_salary,current_salary,origination_credit_score,current_credit_score
FIN-88975,LNK-20558,12354.18,16057.82,753,766
FIN-1572,LNK-40306,21659.93,25621.70,709,753
FIN-34642,LNK-50343,12988.35,14994.59,628,656
FIN-49624,LNK-25101,14126.37,9984.60,753,698
FIN-49459,LNK-99882,5544.22,7568.36,792,822
FIN-43446,LNK-71507,12667.30,,825,
FIN-45578,LNK-63065,11982.55,11927.90,772,752
FIN-77104,LNK-32584,9869.86,9956.66,725,719
FIN-44642,LNK-30536,6740.84,3123.73,697,648
FIN-7691,LNK-40418,6426.24,8605.52,669,703
FIN-17524,LNK-93743,20544.65,7720.31,598,549
FIN-54462,LNK-19920,16440.00,,804,
FIN-28819,LNK-61689,21392.15,20905.49,766,747
FIN-93496,LNK-8552,17602.42,23284.61,750,756
FIN-44624,LNK-74713,4787.80,6143.06,753,763
FIN-57191,LNK-55090,9075.11,9179.92,617,612
FIN-1867,LNK-55592,"$11,082.18",10374.92,619,630
FIN-66499,LNK-74044,3975.92,4267.84,628,660
FIN-66328,LNK-70467,9199.88,8622.67,786,788
FIN-64869,LNK-18575,4647.77,5837.80,639,639
FIN-71639,LNK-51910,16305.48,16956.28,817,800
FIN-80392,LNK-32831,128369.52,4338.38,789,704
FIN-89101,LNK-34422,13620.68,14529.17,796,811
FIN-41843,LNK-27651,4278.71,1896.17,758,573
FIN-29362,LNK-44288,11531.33,163962.24,674,704
FIN-31420,LNK-85765,15290.34,17197.11,720,756
FIN-85694,LNK-11363,21699.37,21716.53,650,598
FIN-18943,LNK-59954,8205.78,9191.18,709,700
FIN-64983,LNK-49637,7865.71,7306.66,631,638
FIN-54731,LNK-13119,19304.85,19739.42,667,681
FIN-26124,LNK-71206,14603.41,19594.31,649,649
FIN-76570,LNK-25966,4118.80,4051.09,664,667
FIN-95787,LNK-7755,4447.06,5541.86,699,707
FIN-79722,LNK-36187,5148.40,3974.92,729,559
FIN-9089,LNK-50436,20334.24,28713.35,726,748
FIN-35452,LNK-89299,17191.89,8644.21,603,554
FIN-89915,LNK-80294,9659.94,11565.08,739,756
FIN-54878,LNK-80026,14836.85,5834.04,630,472
FIN-5635,LNK-6183,5517.77,6852.07,744,776
FIN-4831,LNK-10539,13067.03,13837.96,619,648
FIN-69098,LNK-25662,20640.23,24842.24,778,774
FIN-24323,LNK-78015,7484.24,6924.72,740,736
FIN-92000,LNK-95936,12701.33,10095.41,607,491
FIN-98233,LNK-89008,17431.19,18049.42,638,616
FIN-33007,LNK-74249,19767.25,"$18,392.53",584,559
FIN-53469,LNK-29444,82199.16,6633.33,658,644
FIN-75129,LNK-63835,7568.01,7570.64,803,779
FIN-50418,LNK-28379,9929.14,12876.77,769,767
FIN-95486,LNK-44642,21342.95,13814.59,689,512
FIN-19627,LNK-40739,13616.57,14564.35,701,715
FIN-56586,LNK-3009,21349.70,28359.50,669,684
FIN-74768,LNK-28762,11171.88,,634,
FIN-3276,LNK-25906,11398.41,11015.34,739,738
FIN-25083,LNK-98186,16251.14,18298.79,724,740
FIN-90869,LNK-16376,20954.96,22332.08,737,730
FIN-25085,LNK-98894,3716.29,,627,
FIN-20617,LNK-99871,4068.16,5554.28,703,745
FIN-9135,LNK-63773,2957.72,2781.95,759,757
FIN-74955,LNK-32797,16719.54,17302.01,615,603
FIN-59212,LNK-92177,53348.28,4240.97,684,663
FIN-50089,LNK-80220,10597.46,14856.38,700,709
FIN-45192,LNK-27805,20295.35,20251.72,704,686
FIN-89674,LNK-52987,21923.44,28106.21,809,803
FIN-4062,LNK-32369,5059.92,5385.87,612,602
FIN-53482,LNK-73362,20339.28,19759.91,674,682
FIN-14655,LNK-43154,6289.94,5998.32,802,788
FIN-61019,LNK-38101,8604.88,10885.95,653,688
FIN-80363,LNK-50894,13950.56,12988.95,651,655
FIN-5866,LNK-62112,12339.81,15519.33,585,597
FIN-57579,LNK-70946,11622.81,8717.54,789,726
FIN-85320,LNK-86029,14936.94,13886.45,767,773
FIN-61585,LNK-48088,17658.23,16725.83,658,647
FIN-4113,LNK-35283,18654.56,18438.96,593,586
FIN-95542,LNK-48139,17311.03,23263.41,609,660
FIN-9799,LNK-68215,4259.61,1814.42,705.0,627
FIN-45664,LNK-66179,8480.27,8192.92,686,689
FIN-89895,LNK-62080,17024.41,16004.11,809,799
FIN-15131,LNK-13924,7453.19,"$6,978.98",712,702
FIN-23628,LNK-95688,10775.57,10404.72,789,777
FIN-6068,LNK-42973,8123.89,10586.84,667,699
FIN-8316,LNK-27624,11570.03,15498.66,733,773
FIN-28158,LNK-49589,11942.77,11092.96,659,674
FIN-77548,LNK-42015,9277.90,10006.79,598,604
FIN-34141,LNK-55254,17703.48,16715.92,624,621
FIN-41545,LNK-6992,4882.11,4980.81,671,670
FIN-81163,LNK-74731,5241.82,2698.03,781,751
FIN-5346,LNK-30002,19144.36,10742.20,742,688
FIN-60912,LNK-98157,8957.77,10851.64,813,812
FIN-58202,LNK-20126,17178.02,16649.77,709,692
FIN-79529,LNK-3125,3254.48,1542.10,580,497
FIN-63340,LNK-35180,13760.05,5818.71,667,517
FIN-22442,LNK-73523,21116.12,23074.46,651,673
FIN-16008,LNK-77550,"$3,704.30",3971.36,692,677
FIN-51120,LNK-76909,3854.96,3645.74,610,621
FIN-24897,LNK-95373,16636.91,18767.28,625,618
FIN-96435,LNK-55732,2820.54,3008.59,808,834
FIN-73251,LNK-39691,14864.63,20174.60,665,689
FIN-86072,LNK-20976,8032.58,7669.41,644,656
FIN-26380,LNK-26715,4186.05,53291.88,588,628
FIN-90897,LNK-44236,6076.27,5955.03,683,660
FIN-32151,LNK-31149,20994.76,20138.02,672,608
FIN-99947,LNK-50786,"$5,100.53",6306.80,611,639
FIN-90949,LNK-75683,14132.62,8613.28,587,483
FIN-31305,LNK-33208,9589.99,4524.32,783,647
FIN-78092,LNK-66444,6220.23,4491.40,810,693
FIN-97297,LNK-73173,17968.53,9971.52,623,475
FIN-84256,LNK-86800,11762.23,12607.82,802,798
FIN-10511,LNK-90764,13675.10,17020.79,655,655
FIN-98076,LNK-45245,10432.11,7283.58,806,736
FIN-79154,LNK-34728,12971.95,18319.29,775,798
FIN-21650,LNK-65044,4793.56,5096.68,669,670
FIN-76758,LNK-95838,13946.27,17598.13,673,673
FIN-50535,LNK-85108,11736.78,11304.41,783,791
FIN-86039,LNK-97940,10432.63,9910.36,651,661
FIN-80875,LNK-65303,10463.15,9684.09,796,778
FIN-20229,LNK-61401,16487.84,"$16,213.53",770,786
FIN-15742,LNK-23050,8771.07,8416.90,748,760
FIN-1320,LNK-97045,3869.28,2893.19,751,658
FIN-45194,LNK-47160,122425.68,"$13,805.03",659,679
FIN-30403,LNK-23185,4198.92,2623.58,689,592
FIN-4262,LNK-19344,4384.83,5932.82,647,649
FIN-63964,LNK-95412,19443.96,12582.30,697,515
FIN-12146,LNK-72636,6747.23,7100.20,623,613
FIN-21921,LNK-65004,18496.42,21450.15,750,757
FIN-23719,LNK-25123,21657.51,22823.63,717,755
FIN-55775,LNK-72058,"$9,659.75",5924.49,588,501
FIN-6521,LNK-85123,10344.04,10942.29,752,752
FIN-8294,LNK-8698,4168.63,2986.42,710,606
FIN-74298,LNK-69674,9474.70,12531.50,625,665
FIN-17505,LNK-5433,4281.82,4586.09,775,759
FIN-20047,LNK-10742,19083.26,9668.88,719,594
FIN-67965,LNK-7358,11307.14,14036.26,817,831
FIN-31562,LNK-1836,10580.12,11793.86,751,757
FIN-86507,LNK-55053,20638.59,29085.03,713,758
FIN-61725,LNK-19021,11171.15,6852.25,635,505
FIN-59257,LNK-83667,8226.57,8533.36,785,772
FIN-99120,LNK-31334,6988.31,7651.88,793,823
FIN-37664,LNK-9908,19156.47,,744,
FIN-24832,LNK-93690,20935.56,20497.49,665.0,655
FIN-60510,LNK-20795,3749.66,4663.88,673,663
FIN-42360,LNK-2198,16084.93,,700,
FIN-38496,LNK-29668,5783.46,4352.94,695,527
FIN-82322,LNK-67287,15898.53,15828.00,695,681
FIN-74355,LNK-60770,"$13,719.81",14007.07,755,756
FIN-43487,LNK-49916,16304.96,17280.74,663,654
FIN-65355,LNK-8923,18605.96,20473.71,643,679
FIN-97382,LNK-81980,7533.71,7623.04,710,698
FIN-71972,LNK-84588,8740.00,9784.82,814.0,836
FIN-71182,LNK-88392,21848.99,28287.61,660,636
FIN-59314,LNK-81808,10795.80,6213.32,730,669
FIN-22825,LNK-64334,3391.59,3513.05,647,623
FIN-20043,LNK-87413,7237.59,8866.31,648,687.0
FIN-9144,LNK-64944,18718.01,18296.91,646.0,629
FIN-53458,LNK-3061,7265.33,4843.66,760,693
FIN-26364,LNK-1866,19996.50,9836.64,669,539
FIN-20755,LNK-70758,3763.54,2364.73,728,586
FIN-21811,LNK-54914,6369.38,7815.46,672,668
FIN-91828,LNK-2553,15569.95,16073.94,779,758
FIN-87538,LNK-3192,13295.60,10391.91,793,754
FIN-68967,LNK-70391,19671.92,239124.72,689,664
FIN-91924,LNK-95659,21047.14,24824.74,618,649
FIN-98948,LNK-37010,10386.22,11149.99,596,576
FIN-98321,LNK-71220,6874.18,9028.15,696,695
FIN-4380,LNK-38576,13808.33,12896.47,647,647
FIN-11374,LNK-3246,9806.95,5245.30,635,555
FIN-22942,LNK-66826,15556.74,16793.55,781,760
FIN-56232,LNK-92469,11596.03,14126.37,803,816
FIN-76618,LNK-89346,14678.32,15853.92,825,850
FIN-7948,LNK-57436,18635.03,18354.68,769,755
FIN-39159,LNK-24496,120746.16,12867.92,726,766
FIN-34906,LNK-15026,15976.62,18274.04,750,740
FIN-55520,LNK-13624,6584.36,9478.41,655,683
FIN-93233,LNK-69732,10827.35,10168.43,699,704
FIN-55930,LNK-20516,16397.49,15560.84,605,591
FIN-48929,LNK-26156,5318.84,5582.73,783,795
FIN-66964,LNK-82235,6482.54,,803,
FIN-76968,LNK-70003,7265.43,,663,
FIN-43473,LNK-34084,6191.81,7839.94,766,791.0
FIN-19003,LNK-47457,12517.44,11853.10,605,581
FIN-98078,LNK-36038,6779.59,7356.06,635,645
FIN-36487,LNK-53022,16851.80,22473.34,637,631
FIN-65365,LNK-11357,21290.33,22869.74,596,595
FIN-54523,LNK-49896,18283.02,21107.32,740,735
FIN-2722,LNK-54218,19535.34,22162.27,819.0,849
FIN-75431,LNK-61161,20944.26,10183.35,704,619
FIN-55651,LNK-75055,21307.26,23626.48,681,705
FIN-91781,LNK-32877,20974.57,21732.45,667,677
FIN-3549,LNK-92388,6135.50,5942.74,697,679
FIN-85768,LNK-30603,10818.29,187205.04,773,799
FIN-56913,LNK-40318,12673.15,8676.02,674,559
FIN-35769,LNK-90658,6553.10,7725.43,766,782
FIN-58666,LNK-11566,6645.92,9547.13,608,648
FIN-21398,LNK-86686,11746.16,11531.97,690,671
FIN-92065,LNK-86182,3008.28,"$2,876.65",754,730
FIN-83264,LNK-5152,15629.27,17891.92,700,695
FIN-34694,LNK-13255,16255.27,16040.97,772,770
FIN-45910,LNK-54120,18248.09,10110.23,715,677
FIN-24184,LNK-50710,2807.85,43759.20,695,693
FIN-48420,LNK-73443,10982.73,15283.78,649,644.0
FIN-61428,LNK-63390,6058.30,6170.61,607,606
FIN-29510,LNK-84459,13397.52,16491.09,770,804
FIN-60381,LNK-2238,10194.43,10952.20,583,565
FIN-73104,LNK-93123,5561.35,5336.02,610,613
FIN-62050,LNK-23463,9063.12,4767.12,606,527
FIN-92078,LNK-11837,16355.24,,818,
FIN-33847,LNK-66517,14377.71,"$15,172.27",702.0,698
FIN-62508,LNK-57873,11248.14,14655.23,728,736
FIN-65856,LNK-85529,5286.95,7142.48,737,749
FIN-72756,LNK-44420,10646.76,12107.79,664,695
FIN-71299,LNK-75167,12536.16,"$11,914.02",820,808
FIN-35192,LNK-13499,14697.54,14725.15,808,802
FIN-2847,LNK-70226,9691.50,12777.83,738,765
FIN-58870,LNK-6577,14444.29,"$17,859.71",643,665
FIN-1472,LNK-31115,20678.51,27151.05,617,616
FIN-92341,LNK-28710,15225.35,17366.53,757,773
FIN-92629,LNK-91739,10580.72,9898.40,698,680
FIN-80429,LNK-75289,11194.62,16076.38,667,695
FIN-36728,LNK-63324,9464.25,9114.97,674,652
FIN-55601,LNK-36532,13707.91,13713.51,748,731
FIN-42691,LNK-7102,13131.88,13766.66,735,746
FIN-63724,LNK-10744,16314.46,15858.36,740,732
FIN-62355,LNK-90709,13943.44,18928.11,656,660
FIN-61050,LNK-37749,20024.23,23134.46,813,807
FIN-7928,LNK-74860,8752.42,12250.58,728,743
FIN-57882,LNK-87259,10276.02,9688.40,824,822
FIN-12326,LNK-5312,3433.49,2403.82,620,554
FIN-19648,LNK-24508,11732.65,12411.89,674,680
FIN-81585,LNK-42220,11075.31,15172.64,639,632
FIN-68364,LNK-3052,17955.59,22024.78,787,815
FIN-66552,LNK-77943,4276.83,4333.48,681,678
FIN-80516,LNK-19899,256214.16,15647.72,585,519
FIN-60475,LNK-99599,18159.97,19469.26,684,665
FIN-21074,LNK-94416,3601.70,2460.66,707,529
FIN-72533,LNK-53205,13620.92,8368.57,790,681
FIN-41149,LNK-11084,16239.88,,729,
FIN-21324,LNK-40226,17834.51,9782.98,811,735
FIN-53282,LNK-22292,13786.05,19985.46,662,660
FIN-69478,LNK-74919,12477.15,13240.32,736,757
FIN-9034,LNK-32519,16283.14,15962.02,719,712
FIN-79477,LNK-75277,18634.12,17771.69,821,811
FIN-18869,LNK-52007,19136.84,20335.95,806,807
FIN-68193,LNK-89740,13758.05,9229.24,723,584
FIN-20218,LNK-71852,13535.75,"$12,904.34",610,612
FIN-53566,LNK-44480,10587.28,12195.18,799,836
FIN-91048,LNK-51311,13967.78,14278.03,724,714
FIN-95313,LNK-97959,8380.63,12035.22,754,774
FIN-10332,LNK-19343,"$14,804.96",14294.97,755,744
FIN-93726,LNK-91349,16406.52,11339.36,793,719
FIN-85397,LNK-95917,16618.46,13115.69,740,686
FIN-50500,LNK-11279,18176.14,25516.17,750,752
FIN-34706,LNK-66639,21262.39,16326.89,698,641
FIN-16666,LNK-98708,4431.16,4701.06,785,778
FIN-58350,LNK-46332,19506.12,24828.24,807,822
FIN-4518,LNK-8038,15854.55,21532.73,615,656
FIN-1171,LNK-13803,"$18,027.05",19131.03,641,638
FIN-45774,LNK-58290,7992.29,3047.29,747,605
FIN-26673,LNK-31427,20270.24,19248.03,680,670
FIN-65578,LNK-10963,13658.83,13235.22,584,569
FIN-10769,LNK-45642,16285.89,18037.54,637,631
FIN-85603,LNK-80320,9424.08,4658.79,735,556
FIN-68626,LNK-81460,3252.53,3343.54,776,781
FIN-56606,LNK-79067,19983.65,20350.92,640,651
FIN-5361,LNK-52996,17818.30,19348.04,678,722
FIN-44868,LNK-43778,7148.42,7170.95,693,692
FIN-51750,LNK-4883,8943.24,9316.73,718,696
FIN-96503,LNK-84115,16091.26,15811.17,737,748
FIN-95009,LNK-36825,7321.03,7377.07,765,761
FIN-53142,LNK-60054,3322.60,2542.70,742,645
FIN-72139,LNK-65304,8612.55,9093.78,705,718
FIN-68542,LNK-30902,11374.40,4517.70,766,716
FIN-2386,LNK-47636,11751.76,15528.88,623,619
FIN-27380,LNK-73487,11479.63,11685.89,614,611
FIN-10734,LNK-50207,17165.70,18369.24,715,705
FIN-85051,LNK-57603,39602.76,3697.51,756,763
FIN-53614,LNK-25345,3802.95,3578.57,775,754
FIN-50545,LNK-90088,5683.47,7325.87,624,652
FIN-41057,LNK-77791,18786.11,18356.88,609,593
FIN-62859,LNK-87595,11695.51,11684.04,735,737
FIN-76658,LNK-50816,20692.27,23447.22,585,625
FIN-49192,LNK-12232,9499.85,9392.57,793,802
FIN-84358,LNK-82083,6146.24,7656.01,686,686
FIN-9402,LNK-39715,6791.74,6875.53,763,760
FIN-19919,LNK-33302,180822.48,21620.08,819,831
FIN-62107,LNK-94468,4027.49,5192.12,765,775
FIN-77366,LNK-10634,3431.25,4380.77,803,812
FIN-69641,LNK-11752,8532.19,8133.62,692,694
FIN-26022,LNK-36123,17301.51,24444.33,790,791
FIN-17149,LNK-21214,10814.49,10828.42,719,721
FIN-23832,LNK-50807,21906.74,22199.61,810,805
FIN-35407,LNK-94280,12133.13,4888.74,684,587
FIN-18502,LNK-84086,3803.33,3943.11,728,729
FIN-73960,LNK-21221,19394.67,10052.75,744,555
FIN-90746,LNK-97948,5437.09,,708,
FIN-48312,LNK-52068,19553.58,19171.59,736,742
FIN-49900,LNK-42507,3690.62,3944.70,778,787
FIN-89113,LNK-48277,10618.86,8265.64,679,545
FIN-90872,LNK-14965,17818.39,22305.28,588,623
FIN-36396,LNK-12995,10816.57,12786.22,799,840
FIN-11905,LNK-1680,5925.01,5600.70,665.0,651
FIN-53285,LNK-41405,17506.30,22310.57,624,651
FIN-3360,LNK-59292,16650.59,17503.39,804,787
FIN-12107,LNK-48175,10058.24,10410.58,807,800
FIN-76602,LNK-36358,7860.27,10234.21,660,692
FIN-80158,LNK-14399,15720.17,18240.42,772,813
FIN-12219,LNK-18367,7415.67,8715.33,809,839
FIN-81845,LNK-12442,7159.37,7343.52,726,739.0
FIN-73924,LNK-25561,14376.54,14956.94,690,702
FIN-90248,LNK-57489,20924.57,27370.41,733,768
FIN-35300,LNK-59830,5362.63,7029.93,662,657
FIN-73897,LNK-74005,2934.67,3158.58,602,623
FIN-3584,LNK-73710,17278.03,18013.79,611,591
FIN-69458,LNK-68166,14458.95,14282.27,586,597
FIN-58670,LNK-54483,16585.41,17771.59,751,741
FIN-1362,LNK-14538,21909.66,22792.77,742,723
FIN-93071,LNK-4442,11483.86,11059.77,587,585
FIN-16532,LNK-12746,9846.87,9471.47,752,745
FIN-62771,LNK-47388,16919.69,,656,
FIN-1153,LNK-73642,12571.35,11746.28,711,697
FIN-91720,LNK-13198,20583.40,"$19,830.65",589,593.0
FIN-68428,LNK-79240,6142.11,6344.64,659,641
FIN-95887,LNK-79386,19828.09,20062.11,697,695
FIN-90804,LNK-43523,17375.30,25071.20,798,816
FIN-53479,LNK-51493,13921.81,"$14,818.81",799,799
FIN-64687,LNK-2617,15672.10,14701.04,774,772
FIN-14470,LNK-39253,6099.24,6380.47,722,710
FIN-49105,LNK-55238,172058.16,19556.29,730,773
FIN-23354,LNK-51829,21412.50,22224.67,757,758
FIN-6165,LNK-12101,19053.56,23175.67,794,826
FIN-63854,LNK-96006,9992.10,,644,
FIN-62255,LNK-74339,19819.22,25923.56,707,724
FIN-86047,LNK-32816,36081.24,3583.01,599,631
FIN-14560,LNK-75967,20519.57,23669.92,730,765
FIN-95965,LNK-69302,14003.92,14633.80,632,623
FIN-8184,LNK-23227,236538.72,21059.17,749,751
FIN-62773,LNK-90825,11951.79,11974.58,764,756
FIN-38385,LNK-50903,4432.43,5958.02,807,842
FIN-8630,LNK-23216,19517.58,11361.95,741,573
FIN-38353,LNK-19198,7225.19,9349.70,804,836
FIN-30633,LNK-36247,"$6,802.49",3100.63,650,480
FIN-30482,LNK-40469,11289.70,15820.45,775,771
FIN-56659,LNK-36180,12461.90,15159.95,642,679
FIN-72823,LNK-65634,17381.68,16104.99,711,690
FIN-76888,LNK-20127,20992.18,7824.42,709,555
FIN-49888,LNK-9292,3840.22,3713.49,788,778
FIN-96945,LNK-22916,4954.54,5173.58,779,789
FIN-59016,LNK-57973,19709.58,"$19,633.30",785,762
FIN-79263,LNK-37170,21469.88,,739,
FIN-50716,LNK-56194,16303.41,18334.02,655,655
FIN-60377,LNK-40289,17485.37,18063.09,718,707
FIN-92670,LNK-64469,17877.05,17854.72,650,638
FIN-20879,LNK-11082,7103.97,7627.61,667,704
FIN-85949,LNK-48333,13820.29,14498.80,603,609
FIN-39492,LNK-33990,7521.84,7058.76,684,691
FIN-55038,LNK-33321,5915.27,4409.01,799,648
FIN-11910,LNK-95489,20606.75,20337.89,674,667
FIN-88777,LNK-82924,4361.60,4327.88,742,720
FIN-8039,LNK-65985,3636.29,,613,
FIN-43929,LNK-78831,18923.57,23145.10,764,794
FIN-9830,LNK-81828,15622.11,14753.18,727,710
FIN-13004,LNK-26630,16165.38,19124.91,742,786
FIN-5585,LNK-61012,7404.57,"$7,529.85",718,730
FIN-75796,LNK-15021,14126.09,15299.23,791,814
FIN-1066,LNK-18758,20857.57,24041.08,649,681
FIN-7716,LNK-40932,14011.83,17173.90,670,678
FIN-89642,LNK-1887,5617.16,6021.74,705,711
FIN-62470,LNK-52864,8687.39,3461.86,794,696
FIN-7684,LNK-44544,13724.94,14694.07,788,787
FIN-14911,LNK-82289,19561.51,227420.40,757,755
FIN-66059,LNK-50792,12722.78,205452.12,620.0,630
FIN-73780,LNK-44193,19837.71,25068.05,784,799
FIN-97588,LNK-58700,8905.64,5362.23,638,454
FIN-4680,LNK-44874,"$21,639.07",21840.24,619,598
FIN-96225,LNK-57441,14242.28,14098.41,735,749
FIN-24148,LNK-86332,9332.47,9504.56,704,710
FIN-2549,LNK-78908,21988.65,31852.65,768,765
FIN-49788,LNK-18842,7626.10,3552.42,622,513
FIN-7300,LNK-40378,21776.03,9616.36,714,577
FIN-20476,LNK-80064,4680.47,4408.96,638,642
FIN-46615,LNK-92133,3636.49,3385.62,703,700
FIN-88179,LNK-27326,11968.14,12815.28,689,694
FIN-38887,LNK-63784,14238.61,18123.16,740,765
FIN-75101,LNK-24283,20809.71,22328.13,620,601
FIN-63069,LNK-53198,12994.78,14627.91,743,762
FIN-22426,LNK-42830,15901.81,16627.82,625,626
FIN-90925,LNK-39200,5855.05,43675.92,784,688
FIN-83145,LNK-97321,16763.40,16352.13,709,720
FIN-31099,LNK-92089,13905.73,18316.70,715,712
FIN-93186,LNK-83955,18140.96,17474.15,723,705
FIN-81972,LNK-65357,19865.08,19182.70,779,754
FIN-24019,LNK-76481,6442.24,8280.16,747,757
FIN-5295,LNK-32775,18366.53,17731.17,753.0,757
FIN-11735,LNK-43714,17558.14,17910.55,649,627
FIN-2566,LNK-50290,19536.44,22198.95,654,653
FIN-89418,LNK-37739,6562.71,6848.48,797,774
FIN-23563,LNK-52502,14567.85,9952.89,775,702
FIN-82278,LNK-48843,10022.66,9691.34,638,613
FIN-62691,LNK-15927,15382.41,20857.94,623,632
FIN-48772,LNK-74905,12452.35,16744.62,816,837
FIN-82837,LNK-27188,5399.00,6029.64,706,735
FIN-80042,LNK-78624,250736.88,21229.51,599,577
FIN-63045,LNK-72516,19147.23,19156.79,788,747
FIN-36262,LNK-24583,5926.42,6070.03,672,658
FIN-85989,LNK-4527,11260.54,11492.07,599,596
FIN-61386,LNK-96317,20195.45,18870.71,778,789.0
FIN-89400,LNK-61505,12529.25,12381.36,671,649
FIN-91809,LNK-93847,19681.17,10186.89,655,470
FIN-86714,LNK-28479,11761.99,11041.47,801,784
FIN-87980,LNK-58469,10268.08,122652.12,603,579
FIN-44746,LNK-39185,3171.48,3126.32,717,714
FIN-84886,LNK-91811,8795.30,9402.21,701,691
FIN-31155,LNK-10064,19266.19,19694.33,783,763
FIN-79531,LNK-54627,13298.27,15910.59,599.0,644
FIN-56346,LNK-89208,19330.98,21126.09,731,772
FIN-43112,LNK-19242,5851.58,6303.16,701,684
FIN-78988,LNK-84012,4973.67,3226.39,819,637
FIN-99103,LNK-40692,6747.12,7317.74,619,633
FIN-60153,LNK-32722,11260.70,11050.97,696,689
FIN-41531,LNK-34119,20707.50,23068.73,619,645
FIN-34345,LNK-87332,8201.94,9902.42,824,850
FIN-22888,LNK-21203,15710.13,15012.70,599,601
FIN-46422,LNK-94747,8500.38,8629.81,795,773
FIN-20837,LNK-56460,9295.88,9664.55,798,791
FIN-51276,LNK-50412,20681.01,22296.34,645,647
FIN-87914,LNK-10694,19444.92,21394.72,684,718
FIN-89893,LNK-59860,4218.41,4178.06,583,575
FIN-90188,LNK-79372,"$21,904.75",20734.60,616,609
FIN-81678,LNK-63814,6077.43,3760.82,689,565
FIN-98254,LNK-77315,5628.55,5583.43,593,592
FIN-34805,LNK-53534,12059.90,,747,
FIN-88680,LNK-71040,15218.74,15829.27,710,724
FIN-22726,LNK-67402,20953.53,11371.26,611,510
FIN-8360,LNK-91663,9389.88,11985.82,674,675
FIN-37868,LNK-55827,4640.66,6229.70,754,764
FIN-11928,LNK-72256,6324.34,3201.89,753,629
FIN-54013,LNK-5818,15075.03,15771.98,760,768
FIN-38252,LNK-48124,13322.74,13347.73,666,674
FIN-15811,LNK-92964,9889.19,9893.39,822,811
FIN-46773,LNK-71373,107486.16,8883.13,775,789
FIN-95214,LNK-78833,13650.97,16971.52,614,626
FIN-28680,LNK-84647,20501.93,20987.34,594,588
FIN-58777,LNK-12138,12979.78,15324.53,711.0,717
FIN-39236,LNK-15335,12299.13,14526.76,786,820
FIN-6157,LNK-33536,11499.98,16095.38,812,850
FIN-90120,LNK-87193,6281.20,5835.71,710,691
FIN-49023,LNK-88122,2909.53,4176.24,713,746
FIN-13178,LNK-47531,19814.64,18572.84,796,809
FIN-25596,LNK-22802,15843.06,21726.92,685,705
FIN-32241,LNK-85803,16506.69,16753.40,698,694
FIN-61107,LNK-81304,11230.81,8363.06,765,612
FIN-81295,LNK-6806,"$14,755.65",20619.32,744,758
FIN-31116,LNK-74822,4215.79,5855.33,669,687
FIN-59214,LNK-85545,6715.07,6782.45,642,641
FIN-56541,LNK-89797,15932.88,7645.07,786,700
FIN-99512,LNK-85769,21330.63,21270.51,761,772
FIN-52835,LNK-53378,15404.89,5789.22,689,625
FIN-98197,LNK-99655,21096.85,22044.19,636,620
FIN-76160,LNK-44463,17622.79,24794.98,648,640
FIN-91010,LNK-57420,4554.75,1982.77,588,461
FIN-80681,LNK-14886,12103.14,11331.14,647,648
FIN-59627,LNK-2382,14148.34,14094.22,758,747
FIN-50718,LNK-34913,21445.10,11521.75,726,572
FIN-70936,LNK-30098,14504.66,,592,
FIN-16101,LNK-67935,21413.94,22825.90,788,791
FIN-98457,LNK-98891,3789.51,3766.44,596,603
FIN-50377,LNK-68999,9911.56,13509.44,677,714
FIN-1628,LNK-74137,13248.23,12195.22,813,809
FIN-70493,LNK-77089,18366.84,10557.85,792,607
FIN-42973,LNK-91133,20448.97,22554.47,609,609
FIN-46023,LNK-76397,13544.38,14581.96,737,714
FIN-66064,LNK-29971,19021.47,14555.55,793,622
FIN-12587,LNK-59429,19949.28,26803.36,724,726
FIN-61005,LNK-50036,16744.59,11759.80,814,742
FIN-40476,LNK-52266,12748.71,11860.94,794,776
FIN-79474,LNK-61694,8654.38,6157.39,778,696
FIN-87153,LNK-90070,6245.88,2612.74,608,536
FIN-7085,LNK-78147,17641.78,24995.48,819,830
FIN-48601,LNK-91496,10214.00,,596,
FIN-69283,LNK-20758,17829.11,20526.19,657,697
FIN-40095,LNK-46215,10297.12,"$11,074.86",760,752
FIN-81658,LNK-4219,5808.28,8060.70,749,789
FIN-95842,LNK-64277,9051.51,11808.65,592,603
FIN-52247,LNK-14703,20992.57,22574.24,580,556
FIN-68660,LNK-39722,21393.10,23646.38,635,640
FIN-67733,LNK-55522,6245.20,41842.32,662,545
FIN-11333,LNK-12253,12356.56,,629,
FIN-37049,LNK-16213,3119.34,,785,
FIN-36765,LNK-96702,4832.64,4793.68,792,796
FIN-78100,LNK-19569,12746.80,,705,
FIN-81252,LNK-46656,20310.78,18828.57,793,787
FIN-5569,LNK-41880,7223.51,10227.05,686,701
FIN-68568,LNK-45966,17346.75,17534.54,588,603
FIN-8643,LNK-60681,18007.12,17817.43,746,740
FIN-28713,LNK-28114,14285.79,18642.59,645,685
FIN-45224,LNK-69303,5161.77,5427.49,732.0,727
FIN-66970,LNK-64298,21758.61,28398.90,797,803
FIN-53529,LNK-46652,20258.30,20134.54,822,804
FIN-23402,LNK-63411,18452.28,17304.58,630,621
FIN-38125,LNK-13795,12438.12,12708.00,624,632
